WorkOrderName,DateTime_Received,Address,Cross_Street,ZipCode,Comment,Latitude,Longitude,SubCategory,Hour,Minute,Year,Month,Day,Weekday
WO-0000422608,2020-09-06 21:34:56,Delmas Ave at Virginia St  San Jose  CA 95125  USA,,95125,A bunch of carpet,37.319749,-121.892956,Unknown,21,34,2020,9,6,6
WO-0000069096,2016-10-02 20:24:27,2030 Piedmont Rd  San Jose  CA 95132  USA,,95132,Wood piles,37.416672,-121.856582,Garbage and Debris,20,24,2016,10,2,6
WO-0000238337,2018-04-05 19:33:43,402 Archcove Court  San Jose  California 95111  United States,,95138,Chairs and child’s outdoor play set dumped on Coyote Rd,37.27191,-121.79791,Unknown,19,33,2018,4,5,3
WO-0000222017,2021-10-14 06:11:41,261 East Mission Street  San Jose  California 95112  United States,,95112,Not sure if this was the city or what but there’s cut down tree branches all over the front of my house in the street. Can you get someone out here to get this!?!? Next time a heads up would have been nice!,37.353973,-121.896187,Unknown,6,11,2021,10,14,3
WO-0000228068,2017-04-16 05:42:47,4845 Frontier Trail Drive  San Jose  California 95136  United States,,95136,Third week. Large pile of garbage onSaddlebrook south of Frontier Trail across from Edenvale garden park,37.266087,-121.821022,Unknown,5,42,2017,4,16,6
WO-0000419598,2016-04-09 03:45:54,1715 Cape Horn Dr  San Jose  CA 95133  USA,,95133,In drainage ditch across from this address,37.370825,-121.869115,Garbage and Debris,3,45,2016,4,9,5
WO-0000272267,2016-03-30 10:04:20,1298C Palm Street  San Jose  California 95110  United States,,95110,Dumped furniture,37.312962,-121.881718,Unknown,10,4,2016,3,30,2
WO-0000283828,2016-01-11 12:28:11,105 Cahill Park Drive  San Jose  California 95126  United States,,95126,Shopping cart left on the curb,37.329117,-121.903889,Unknown,12,28,2016,1,11,0
WO-0000313644,2017-07-15 13:11:45,77 Norcott Court  San Jose  California 95120  United States,,95120,Dumping at corner of Glenview & Trinidad,37.214893,-121.855156,Electronic Waste,13,11,2017,7,15,5
WO-0000469324,2017-09-01 05:31:36,558 Fenton St  San Jose  CA 95127  USA,,95127,Illegally dumped dresser,37.383146,-121.831778,Furniture,5,31,2017,9,1,4
WO-0000372766,2015-05-08 04:17:43,1591 E San Antonio St  San Jose  CA 95116  USA,,95116,E San Antonio St. at 33rd St. in median island.,37.347709,-121.857144,Unknown,4,17,2015,5,8,4
WO-0000106405,2018-10-21 12:01:06,1154-1198  Olinder Court  San Jose  California  95122  United States,,95122,Shopping cart : bags of trash blocking fire hydrant next to Union 76 gas station,37.334732,-121.851979,Unknown,12,1,2018,10,21,6
WO-0000035014,2015-11-21 09:43:13,1500-1598 Bermuda Way  San Jose  CA 95122  USA,,95122,6/7 shopping carts  blankets,37.334779,-121.835673,Garbage and Debris,9,43,2015,11,21,5
WO-0000216593,2018-06-24 04:47:35,5373 Lean Avenue  San Jose  California 95123  United States,,95123,Lumber dumped here.,37.25719,-121.81789,Garbage and Debris,4,47,2018,6,24,6
WO-0000053865,2020-04-13 11:35:41,South 9th Street  San Jose  CA  United States,,95112,Sofa dumped in front of fire hydrant Corner of S 9th and Reed St,37.331131,-121.875348,Furniture,11,35,2020,4,13,0
WO-0000032917,2016-09-15 14:23:21,2960 Van Sansul Ave,,95128,cs Greenbriar Ave love seat,37.308158,-121.946472,Furniture,14,23,2016,9,15,3
WO-0000182783,2016-04-06 03:11:53,1005 Ruge Drive  San Jose  California 95132  United States,,95132,Trash dumped by homeless,37.384065,-121.856144,Garbage and Debris,3,11,2016,4,6,2
WO-0000299559,2018-12-20 06:59:12,1604 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it.,37.274002,-121.903196,Unknown,6,59,2018,12,20,3
WO-0000005935,2019-09-13 18:20:58,5504 Leigh Ave,,95124,Fridge,37.237704,-121.92228,Unknown,18,20,2019,9,13,4
WO-0000019496,2015-10-15 04:14:04,2509 Orchard Parkway  San Jose  CA,,95131,c/s Component Dr-  2 mattresses- 1 couch-,37.378801,-121.929926,Unknown,4,14,2015,10,15,3
WO-0000125407,2018-09-28 10:25:30,1410-1498 Braebridge Road  San Jose  California 95131  United States,,95131,Black sofa on southside of Braebridge between Joyerin Ct and Rue Avati,37.383654,-121.878684,Unknown,10,25,2018,9,28,4
WO-0000024132,2017-01-30 10:29:44,1028 Yerba Buena Rd,,95121,WOOD,37.290537,-121.817285,Unknown,10,29,2017,1,30,0
WO-0000392817,2020-04-27 11:44:22,526 S Willard Ave  San Jose  CA 95126  USA,,95126,Tables in front of 526 s willard,37.318844,-121.91682,Furniture,11,44,2020,4,27,0
WO-0000204693,2020-06-10 00:16:53,219 Senter Rd,,95111,Watercooler,37.278093,-121.828393,Other,0,16,2020,6,10,2
WO-0000448010,2015-12-12 00:03:03,1151 Carlsbad Dr  San Jose  CA 95118  USA,,95118,Junk,37.247187,-121.877222,Unknown,0,3,2015,12,12,5
WO-0000018241,2019-08-22 11:32:01,5538 Don Octovio Ct,,95123,acf address on velasco microwave,37.252891,-121.839439,Garbage and Debris,11,32,2019,8,22,3
WO-0000227390,2016-02-12 04:27:50,5609 Blossom Park Ln,,95118,Fold up bed frame,37.236615,-121.901883,Garbage and Debris,4,27,2016,2,12,4
WO-0000306313,2019-11-23 06:59:45,1327 Locust Street  San Jose  California 95110  United States,,95110,Small refrigerator dumped at city park,37.313256,-121.880686,Other,6,59,2019,11,23,5
WO-0000078129,2018-04-26 20:54:11,Joseph P. Sinclair Fwy  San Jose  CA 95116  USA,,95116,Concrete foundation blocks.,37.338067,-121.855094,Other,20,54,2018,4,26,3
WO-0000336006,2021-04-17 03:33:54,3114 Dakan Ct  San Jose  CA 95136  USA,,95136,Mattress chairs furniture  All in court,37.279133,-121.870661,Garbage and Debris,3,33,2021,4,17,5
WO-0000080646,2015-12-16 03:55:44,1147-1159  Leigh Avenue  San Jose  California  95126  United States,,95126,Couch n mattres,37.302994,-121.92309,Mattress,3,55,2015,12,16,2
WO-0000175453,2018-02-10 20:51:22,2675 Downing Avenue  San Jose  CA  USA,,95128,Someone illegally dumped a couch on the street adjacent 2675 Downing which is blocking the entrance to Longshore Drive.,37.305438,-121.939798,Unknown,20,51,2018,2,10,5
WO-0000220446,2019-03-24 07:22:32,2795 Garden Avenue  San Jose  CA  USA,,95111,Car seat  card boxes full of garbage on a side walk.,37.296211,-121.845786,Garbage and Debris,7,22,2019,3,24,6
WO-0000446746,2015-04-28 04:01:24,474 N 13th St  San Jose  CA 95112  USA,,95112,In front of 474 N. 13th  abandoned washing machine.,37.3503,-121.883788,Unknown,4,1,2015,4,28,1
WO-0000379170,2019-02-07 22:57:33,2903 Samuel Dr  San Jose  CA 95121  USA,,95121,Mattress across from given location. Hidden between a bush and tree,37.306458,-121.82261,Mattress,22,57,2019,2,7,3
WO-0000347765,2016-08-03 06:15:54,1604 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 40 000 requests  you would think that the government workers would do something.,37.273943,-121.903148,Unknown,6,15,2016,8,3,2
WO-0000272266,2019-02-20 21:21:51,969 Pavilion Loop  San Jose  California 95112  United States,,95112,Dumped carts trash again in Oakland Rd see circled place.,37.362251,-121.891576,Other,21,21,2019,2,20,2
WO-0000252341,2018-01-12 21:23:45,10370 Lochner Drive  San Jose  California 95127  United States,,95127,White couch piled with garbage,37.352974,-121.812016,Furniture,21,23,2018,1,12,4
WO-0000410008,2020-12-11 12:03:06,3497 Princess Margaret Ct,,95132,Box with toilet and garbage  scrap metal,37.413707,-121.851629,Garbage and Debris,12,3,2020,12,11,4
WO-0000281967,2016-09-27 00:56:22,995 Felipe Ave,,95122,2 tires,37.336851,-121.851268,Unknown,0,56,2016,9,27,1
WO-0000381452,2020-06-03 14:54:33,2831 Leigh Ave  San Jose  CA 95124  USA,,95124,Abandoned furniture,37.270135,-121.920943,Furniture,14,54,2020,6,3,2
WO-0000382592,2020-09-13 19:03:03,On SW corner of Cahalan & Blairburry Way,,95123,Chaise lounge dumped on side of road,37.252341,-121.846389,Furniture,19,3,2020,9,13,6
WO-0000113751,2020-06-18 16:17:43,3165-3171 Lone Bluff Way  San Jose  California  95111  United States,,95111,Chair,37.296928,-121.83046,Garbage and Debris,16,17,2020,6,18,3
WO-0000360869,2016-02-06 05:36:05,1030 Rock Ave  San Jose  CA 95131  USA,,95131,Unsightly tree trimmings.....   Dumped illegally.  Please remove NOW!,37.392342,-121.904573,Unknown,5,36,2016,2,6,5
WO-0000432955,2016-04-12 22:11:23,4350 Senter Rd  San Jose  CA 95111  USA,,95111,Dodge truck dark green plate number 7E2397  2 guys came out of this truck with help of same homeless and dump garbage……..(AGAIN!),37.278404,-121.823355,Garbage and Debris,22,11,2016,4,12,1
WO-0000189195,2016-02-25 19:03:04,23935 East Court  San Jose  California 95116  United States,,95116,On freeway wall inside of neighborhood bike parts. Received email saying Area does not exist. It does it sits in front of houses.,37.355827,-121.868412,Unknown,19,3,2016,2,25,3
WO-0000439808,2017-08-04 15:41:13,540 S 5th St  San Jose  CA 95112  USA,,95112,Sidewalk,37.329985,-121.880228,Mattress,15,41,2017,8,4,4
WO-0000139547,2020-02-13 05:24:19,127  Roundtable Drive  San Jose  California  95111  United States,,95111,Small fridge,37.260953,-121.805957,Unknown,5,24,2020,2,13,3
WO-0000437447,2015-09-09 11:42:12,1341 Lyonsville Ln  San Jose  CA 95118  USA,,95118,Lyonsville ln & star bush ln,37.24363,-121.887404,Other,11,42,2015,9,9,2
WO-0000221559,2015-07-27 12:53:18,Lean Avenue,,95123,Toilet,37.244705,-121.81779,Garbage and Debris,12,53,2015,7,27,0
WO-0000005575,2016-04-05 01:14:53,1742 Stone Ave,,95125,c/s  Little Orchard-  5 loads of garbage  around the corner on the streets-  blocking South Valley Wholesale   driveway- mattresses- 3 couches- 4 TVs---,37.30498,-121.874327,Unknown,1,14,2016,4,5,1
WO-0000351938,2021-09-28 04:35:20,209 N 25th St  San Jose  CA 95116  USA,,95116,Homeless lady living in her car across the street for 2 months was finally asked to move by the city  she left behind garbage,37.349998,-121.869646,Other,4,35,2021,9,28,1
WO-0000167866,2021-02-17 11:14:11,1239 East San Fernando Street  San Jose  California 95116  United States,,95116,TV stand,37.346132,-121.865149,Furniture,11,14,2021,2,17,2
WO-0000058731,2015-03-10 22:43:47,1086 N 11th St,,95112,c/s Horning St- 8 garbage bags-,37.362737,-121.895348,Unknown,22,43,2015,3,10,1
WO-0000463277,2017-10-03 12:04:38,33 N 8th St  San Jose  CA 95112  USA,,95112,Trash on N 8th St side of office building.,37.340114,-121.883855,Garbage and Debris,12,4,2017,10,3,1
WO-0000152224,2017-01-01 16:27:27,429 North 3rd Street  San Jose  California 95112  United States,,95112,Tire,37.344364,-121.8939,Other,16,27,2017,1,1,6
WO-0000149085,2018-11-27 11:41:12,1646 Davis St  San Jose  CA 95126  USA,,95126,Two sofas on sidewalk,37.336258,-121.933311,Furniture,11,41,2018,11,27,1
WO-0000393413,2019-03-06 15:54:22,Yerba Buena Road  San Jose  CA  USA,,95121,This is located in between Gardie Place and Silver Creek Rd on Yerba Buena Rd.,37.296911,-121.78411,Unknown,15,54,2019,3,6,2
WO-0000390896,2021-03-26 06:20:47,Bernal Road & Santa Teresa Boulevard  San Jose  CA  USA,,95139,At the corner of the intersection of Bernal Rd and Santa Teresa someone dropped a box full of trash that says Free on one side. Also  about 60 feet apart on Bernal Road there is a car tire and a few more feet away there is a green plastic bag on top of a tree stump. These 3 dumped items are all on Bernal Road. Please remove and thanks for helping keep our community clean.,37.226786,-121.776845,Unknown,6,20,2021,3,26,4
WO-0000203622,2016-12-03 14:06:46,245 N 6th St,,95112,Cardboard box and debris,37.3423,-121.88797,Garbage and Debris,14,6,2016,12,3,5
WO-0000466011,2017-11-30 19:50:59,495 E St John St  San Jose  CA 95112  USA,,95112,Lots of mattresses and couches,37.342761,-121.881408,Mattress,19,50,2017,11,30,3
WO-0000289294,2019-09-10 18:15:01,74 Hayes Avenue  San Jose  California 95123  United States,,95123,3 mattresses,37.256447,-121.808662,Mattress,18,15,2019,9,10,1
WO-0000378277,2020-11-11 23:47:35,99 N 5th St  San Jose  CA 95112  USA,,95112,In between 4th and 5th street,37.339506,-121.887691,Electronic Waste,23,47,2020,11,11,2
WO-0000459903,2015-11-24 15:51:16,190 Martha St  San Jose  CA 95112  USA,,95112,S 5th street,37.323777,-121.876096,Furniture,15,51,2015,11,24,1
WO-0000130585,2018-09-19 16:34:18,6416 Guadalupe Mines Road  San Jose  California 95120  United States,,95120,Entertainment Center at the corner of Guadalupe Minea Road and Via Campagna,37.222666,-121.905761,Unknown,16,34,2018,9,19,2
WO-0000393590,2018-02-21 00:56:51,1312 Whitton Ave  San Jose  CA 95116  USA,,95116,Bags of garbage  couple mattresses.,37.345806,-121.862866,Other,0,56,2018,2,21,2
WO-0000309273,2020-04-19 22:08:19,1604 Koch Ln  San Jose  CA 95125  USA,,95125,How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 14 000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it.,37.274002,-121.903196,Unknown,22,8,2020,4,19,6
WO-0000417749,2016-05-17 09:43:27,351 N 5th St,,95112,c/s E. Julian St. misc debris,37.343571,-121.890747,Furniture,9,43,2016,5,17,1
WO-0000427480,2019-09-05 18:48:44,485 E William St  San Jose  CA 95112  USA,,95112,Dresser,37.333471,-121.874799,Furniture,18,48,2019,9,5,3
WO-0000075900,2016-12-26 01:17:39,5620 Calpine Dr  San Jose  CA 95123  USA,,95123,Small trailer with trash piling up everyday,37.250903,-121.812449,Unknown,1,17,2016,12,26,0
WO-0000447247,2018-11-18 11:26:33,1818 Rock Springs Dr  San Jose  CA 95112  USA,,95112,A cabinet was left on the sidewalk next to a tree. Please pick up.,37.317911,-121.855082,Unknown,11,26,2018,11,18,6
WO-0000037536,2021-12-11 15:43:19,349 N 1st St,,95110,cs Bassett St broken glass in street heard a few car tires pop email dated 6/7/17 3:16 pm,37.341214,-121.894434,Other,15,43,2021,12,11,5
WO-0000415935,2015-01-12 23:54:56,4995 Page Mill Drive  San Jose  CA  USA,,95111,Illegal Dumping,37.267294,-121.811131,Unknown,23,54,2015,1,12,0
WO-0000011340,2016-04-15 22:42:52,Giruado Dr and Rahway,,95111,couch,37.273722,-121.80946,Unknown,22,42,2016,4,15,4
WO-0000413378,2018-03-13 14:06:44,41 S 17th St  San Jose  CA 95112  USA,,95112,Near 45 s 17th street at the intersection of Santa Clara near the Walgreens entrance. Pile of blankets and a tarp.,37.343002,-121.874038,Garbage and Debris,14,6,2018,3,13,1
WO-0000004125,2017-08-23 06:34:48,760 Meridian Way,,95126,c/s Pedro St-  Couch- 2 filled carts- 4 garbage bags-,37.313427,-121.913298,Unknown,6,34,2017,8,23,2
WO-0000320785,2021-03-02 16:48:43,535 Gregory St  San Jose  CA 95125  USA,,95125,Closest intersection Gregory Avenue @ Fuller Avenue. Abandoned scooters thrown into Los Gatos creek,37.318042,-121.901743,Other,16,48,2021,3,2,1
WO-0000352402,2019-10-07 00:44:28,79 Floyd St  San Jose  CA 95110  USA,,95110,couches dumped in alley,37.31651,-121.876696,Furniture,0,44,2019,10,7,0
WO-0000001228,2016-01-06 22:34:42,695 Hamline St.,,95110,c/s stockton st. Box spring wood palletts Nad misc furniture,37.34778,-121.920592,Unknown,22,34,2016,1,6,2
WO-0000401809,2020-11-12 17:14:37,361 South Willard Avenue  San Jose  CA  USA,,95126,Table next to 361 s willard,37.321878,-121.917449,Mattress,17,14,2020,11,12,3
WO-0000124456,2020-11-02 12:15:22,1511 Mt Everest Ct  San Jose  CA  USA,,95127,Appliances  wood  garbage  pipes  metal,37.35257,-121.806503,Unknown,12,15,2020,11,2,0
WO-0000284893,2016-05-10 08:40:25,1612 Koch Ln  San Jose  CA 95125  USA,,95125,The government workers haven’t done ANYTHING about the RV that was dumped at Booksin and Husted – except close my requests and spend my tax money. The government workers haven’t done ANYTHING to make San Jose a better place. Now the government workers have modified the “my san jose” web site so that I can no longer rate my customer experience. This surely doesn’t seem to be very customer oriented! My customer experience is lousy!,37.273592,-121.903685,Unknown,8,40,2016,5,10,1
WO-0000452284,2015-08-30 03:37:15,244 E Julian St  San Jose  CA 95112  USA,,95112,Couches,37.34287,-121.888553,Unknown,3,37,2015,8,30,6
WO-0000426643,2021-09-19 19:09:48,Lenfest Road,,95133,Microwave on corner,37.36321,-121.8696,Electronic Waste,19,9,2021,9,19,6
WO-0000345137,2015-12-02 15:23:11,1604 Koch Ln  San Jose  CA 95125  USA,,95125,How many government workers does it take to do nothing about the RV that was dumped at Husted and Booksin? It must be quite a few because I’ve submitted more than 40 000 requests to have this junk dealt with and ABSOLUTELY NOTHING has been done about it. What happened to the commitment that Laura Wells made? Why doesn’t Jim Ortbal return my phone calls? Can’t Bernie Rosales or Michael Garcia show any initiative?,37.274059,-121.903336,Unknown,15,23,2015,12,2,2
WO-0000055679,2021-01-07 16:06:46,3446 Pinnacle Drive  San Jose  CA 95132  USA,,95132,Several car tires dumped in front of the listed address above,37.405524,-121.845644,Furniture,16,6,2021,1,7,3
WO-0000310455,2017-03-28 04:35:49,1607 Koch Ln  San Jose  CA 95125  USA,,95125,Someone dumped an old RV at Husted and Booksin. Its license number is 6tiy589. Hey government workers! Time to get to work. I’m proud of you for closing my requests – even on the weekend. I hope these provide an additional opportunity for you! Please address the graffiti that’s on the RV at Husted and Booksin.,37.274282,-121.90364,Unknown,4,35,2017,3,28,1
WO-0000450880,2016-11-15 22:03:18,1201 Lancelot Ln,,95127,car parts in the road,37.356706,-121.813667,Unknown,22,3,2016,11,15,1
WO-0000054517,2015-07-14 14:28:51,244 Vineyard Dr,,95119,cs San Anselmo push yw back closer to curb  rp also reported this to CE since YW pick up was today and they already came,37.228064,-121.785725,Garbage and Debris,14,28,2015,7,14,1
WO-0000145159,2020-08-02 01:10:23,345 East San Fernando Street  San Jose  California 95112  United States,,95112,Mattresses,37.338171,-121.881554,Unknown,1,10,2020,8,2,6
WO-0000036919,2019-09-11 19:37:15,676 Pinto Dr,,95111,X Lone Bluff Way Wood,37.295118,-121.832521,Garbage and Debris,19,37,2019,9,11,2
WO-0000347424,2021-12-06 07:08:27,1604 Koch Ln  San Jose  CA 95125  USA,,95125,If Laura wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Please address the RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 40 000 requests  you would think that the government workers would do something.,37.274017,-121.903265,Unknown,7,8,2021,12,6,0
WO-0000224078,2018-11-05 16:19:33,80 N 11th St,,95112,Water heater,37.342597,-121.880539,Garbage and Debris,16,19,2018,11,5,0
WO-0000354600,2016-10-26 19:40:35,McLaughlin & Interstate 280  San Jose  CA 95116  USA,,95116,Near the bus stop on McLaughlin and entrance of 280 north. There’s an enormous amount of trash here. Can we get this picked up soon? It looks really bad. Thank you!,37.337321,-121.858066,Garbage and Debris,19,40,2016,10,26,2
WO-0000386890,2018-01-17 10:11:46,6649 San Anselmo Way  San Jose  CA 95119  USA,,95119,The illegal dump is in a small gap between the chain link fence for Stratford school and a single family house on San Anselmo.,37.229522,-121.789615,Garbage and Debris,10,11,2018,1,17,2
WO-0000391078,2017-05-25 23:54:30,2499 Bambi Ln  San Jose  CA 95116  USA,,95116,Illegal dump in crosswalk area.,37.352425,-121.833022,Unknown,23,54,2017,5,25,3
WO-0000326731,2016-10-23 19:57:41,Unnamed Road  San Jose  CA 95125  USA,,95118,Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. Where does the city of San Jose find such lazy people?,37.272779,-121.90257,Unknown,19,57,2016,10,23,6
WO-0000436298,2021-04-28 03:37:12,5305 Carryback Ave  San Jose  CA 95111  USA,,95111,Whirlaway,37.26331,-121.802536,Unknown,3,37,2021,4,28,2
WO-0000408383,2015-01-07 04:26:43,3238 Impala Dr  San Jose  CA 95117  USA,,95117,Near sidewalk,37.295961,-121.953957,Unknown,4,26,2015,1,7,2
WO-0000454815,2019-11-17 09:10:46,Bailey Ave  Morgan Hill  CA 95037  USA,,95037,East on bailey just after Gavlin college and before Santa Teresa.,37.193037,-121.747788,Electronic Waste,9,10,2019,11,17,6
WO-0000320314,2020-01-09 16:51:56,3830 Barker Drive  San Jose  California 95117  United States,,95117,Bunch of jugs under mailbox,37.309041,-121.968553,Hazardous Waste,16,51,2020,1,9,3
WO-0000056511,2017-07-11 14:42:43,561 Monterey rd,,95037,dirt dumped on road,37.188288,-121.706146,Unknown,14,42,2017,7,11,1
WO-0000128839,2018-03-09 04:41:20,ocala & daytona,,95122,1 cart cg area,37.335519,-121.828115,Garbage and Debris,4,41,2018,3,9,4
WO-0000370145,2019-11-12 02:04:23,1945 Edgestone Cir,,95122,Fire extinguisher 4,37.324456,-121.822023,Unknown,2,4,2019,11,12,1
WO-0000117175,2020-11-16 03:14:21,Santa Teresa Boulevard  San Jose  California  95141  United States,,95013,Mattresses dumped. Santa Teresa northbound before you reach Bayliss pl.,37.216801,-121.756157,Mattress,3,14,2020,11,16,0
WO-0000259596,2017-11-03 04:36:32,1 Paseo De San Antonio  San Jose  CA 95113  USA,,95113,Various items located at curbside at the park. Thank you,37.332589,-121.889548,Other,4,36,2017,11,3,4
WO-0000181602,2015-10-16 16:52:39,16 th st and Taylor san jose,,95112,Mattress,37.356338,-121.884959,Mattress,16,52,2015,10,16,4
WO-0000461865,2018-08-28 20:20:58,Lullaby Lane,,95111,General debris,37.278743,-121.819929,Garbage and Debris,20,20,2018,8,28,1
WO-0000304333,2021-04-02 13:39:45,119 Cappy Court  San Jose  California 95111  United States,,95111,Illegally dumped TV left by 95 Cappy Ct Residence,37.26437,-121.812701,Electronic Waste,13,39,2021,4,2,4
WO-0000039012,2021-04-25 09:09:18,521-525 S Willard Ave,,95126,X Chiechi Stove and trash,37.319015,-121.916895,Furniture,9,9,2021,4,25,6
WO-0000028213,2016-06-16 15:52:23,Edith St & Mabel Ave,,95122,4 bags of garb,37.344292,-121.834817,Garbage and Debris,15,52,2016,6,16,3
WO-0000161803,2019-05-23 20:46:47,2109 Saffarian Court  San Jose  California 95121  United States,,95121,Illegal dumping on Neiman between Saffarian CT and Laddie CT,37.3101,-121.800201,Garbage and Debris,20,46,2019,5,23,3
WO-0000005366,2021-03-31 17:02:27,Page Street and Douglas,,95126,CS Douglas St - mattress,37.321595,-121.915493,Unknown,17,2,2021,3,31,2
WO-0000411685,2020-03-24 01:19:07,Minas De Oro,,95116,Trash,37.358843,-121.857309,Garbage and Debris,1,19,2020,3,24,1
WO-0000001766,2017-07-31 12:36:45,1005 S 5th St and Bestor St,,95112,office desk-,37.323176,-121.875163,Unknown,12,36,2017,7,31,0
WO-0000026500,2015-08-18 12:42:16,s. montgomery & santa clara,,95113,Reported: Pothole by PD. Found a 2 x 4  3 deep.  Filled with QPR for temp. solution. Need to forward to asphalt to repair correctly.,37.332046,-121.901226,Unknown,12,42,2015,8,18,1
WO-0000294331,2019-07-05 09:42:36,683 North 5th Street  San Jose  California 95112  United States,,95112,By parking lot of Happi House,37.350646,-121.895717,Garbage and Debris,9,42,2019,7,5,4
WO-0000399773,2016-10-31 09:36:06,232 E Empire St,,95112,cones and wood left over from construction site near this address,37.346955,-121.891992,Unknown,9,36,2016,10,31,0
WO-0000177239,2021-04-30 03:40:52,143 Chynoweth Avenue  San Jose  California 95136  United States,,95123,A rim & tire,37.258759,-121.819904,Other,3,40,2021,4,30,4
WO-0000343662,2017-12-21 01:31:04,1610 Koch Ln  San Jose  CA 95125  USA,,95118,If Laura Wells won’t keep her commitment to provide a mechanism for determining if an abandoned vehicle has moved 1/10th of a mile and if Jim Ortbal won’t return my calls  I’ll get a return on my tax dollars by having my requests closed by a government worker. Someone dumped an old RV at Husted and Booksin. The government workers haven’t done anything about it. I don’t think they’re capable of getting ANYTHING done. The license number is 6tiy589. Certainly Bernie Rosales or Michael Garcia will demonstrate some initiative – if nothing else than by closing my requests. After more than 35 000 requests  you would think that the government workers would do something.,37.273299,-121.903267,Unknown,1,31,2017,12,21,3
WO-0000359914,2016-12-31 22:12:07,Lavonne Avenue & South Sunset Avenue  San Jose  CA  USA,,95116,Microwave abandoned at the corner of Sunset Ave and Lavonne Ave.,37.347818,-121.842078,Electronic Waste,22,12,2016,12,31,5
WO-0000179940,2021-08-24 06:50:16,2004 Sullivan Ave,,95122,C/s Hopkins Dr mattress,37.338982,-121.832706,Mattress,6,50,2021,8,24,1
WO-0000138553,2015-11-16 23:04:36,1751 Cape Horn Drive  San Jose  California 95133  United States,,95133,Baby toys and a car seat,37.370413,-121.86812,Furniture,23,4,2015,11,16,0
WO-0000151421,2019-07-19 23:19:37,2295 Angie Avenue  San Jose  California 95116  United States,,95116,Illegal dumping on Angie Avenue and Jackson Avenue. Has been here for over a month. Please have someone come and pick it up. Thank you,37.347654,-121.833523,Unknown,23,19,2019,7,19,4
WO-0000011599,2015-01-17 23:21:35,Blossom Hill Rd and Purdue Pl,,95118,3 bags of garb,37.237006,-121.900612,Unknown,23,21,2015,1,17,5
WO-0000293007,2015-06-18 04:44:31,Stockton Ave & University Avenue  San Jose  CA  USA,,95110,4084648508  steve@ceccabinets.com  Other  Steve Crain  This is at the corner of Stockton Ave and University Ave in San Jose. I think it’s from all the homeless that live in their cars and RV’s in this area. My place of business is near here and I have customers who come to my showroom here. Can this be cleaned up please? I think the city has cleaned it up in the past. Thanks,37.343663,-121.916691,Unknown,4,44,2015,6,18,3
WO-0000423301,2019-10-24 18:46:39,886 Faulstich Court  San Jose  CA 95112  USA,,95112,Constant illegal dumping of furniture  garbage  etc. The city should reach out to the businesses on this street to review security camera footage and get pictures and license plates of those who continue to dump here during the night. New things arrive every day.,37.370965,-121.890573,Unknown,18,46,2019,10,24,3
WO-0000366087,2020-12-01 20:27:48,732 Educational Park Dr  San Jose  CA 95133  USA,,95133,old furniture  trash on Educational Park Dr,37.369641,-121.861636,Garbage and Debris,20,27,2020,12,1,1
WO-0000125216,2019-12-28 17:02:35,1989-1999 Forest Avenue  San Jose  California 95128  United States,,95126,Furniture palet,37.326963,-121.931868,Furniture,17,2,2019,12,28,5
WO-0000304052,2016-02-04 19:00:21,2602 S King Rd  San Jose  CA 95122  USA,,95122,queen mattress and box spring on parkstrip,37.318764,-121.82231,Unknown,19,0,2016,2,4,3
WO-0000236515,2018-10-19 11:55:03,3520 Casey Way  San Jose  California 95121  United States,,95121,Old Refrigerator,37.306132,-121.794216,Other,11,55,2018,10,19,4
WO-0000466040,2020-08-31 05:21:53,829 South Monroe Street  San Jose  CA  USA,,95128,Waste bin was filled with gravel and tipped over in the street.  It has been this way for 1.5 - 2 months (estimate).  Would like to see this cleaned up by the resident.,37.312699,-121.943734,Unknown,5,21,2020,8,31,0
WO-0000363866,2019-12-02 03:26:49,On Sierra Rd outside of Mandel Ct.,,95134,I had a hard time using msp.,37.394634,-121.931731,Unknown,3,26,2019,12,2,0
